No,Number Per One Dimension,Gender,Size,Width of shoulders,Vertical distance between shoulderes and table surface (shoulder normal),Vertical distance between shoulderes and table surface (round shoulder),Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Vertical distance between Chair and the ground,Horizational Distance (CM),Horizontal distance between eyes and head posture device,Shoulder Posture ,Head Posture,Sensor 1,Sensor 2 ,Sensor 3,Sensor 4
9041,41,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),773,432,757,715
9042,42,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),772,432,755,715
9043,43,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),778,432,758,719
9044,44,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),767,432,759,717
9045,45,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),773,432,755,710
9046,46,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),780,432,759,718
9047,47,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),778,432,753,712
9048,48,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),775,432,755,718
9049,49,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),762,432,756,719
9050,50,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),766,432,749,713
9051,51,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),772,432,756,716
9052,52,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),770,432,757,712
9053,53,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),773,432,754,723
9054,54,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),776,432,755,712
9055,55,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),767,432,757,710
9056,56,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),777,432,756,715
9057,57,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),769,432,754,716
9058,58,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),773,432,753,719
9059,59,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),777,432,759,714
9060,60,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),771,432,751,718
9061,1,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,776,432,757,716
9062,2,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,776,432,764,712
9063,3,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,773,432,757,723
9064,4,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,778,432,757,716
9065,5,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,769,432,757,710
9066,6,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,773,432,753,712
9067,7,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,775,432,756,716
9068,8,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,771,432,749,716
9069,9,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,763,432,765,708
9070,10,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,769,432,748,718
9071,11,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,768,432,761,712
9072,12,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,769,432,755,712
9073,13,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,773,432,753,709
9074,14,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,770,432,754,713
9075,15,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,772,432,760,710
9076,16,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,769,432,756,716
9077,17,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,761,432,748,704
9078,18,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,766,432,757,714
9079,19,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,766,432,758,721
9080,20,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,769,432,762,718
9081,21,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,770,432,755,714
9082,22,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,772,432,753,712
9083,23,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,771,432,750,713
9084,24,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,771,432,758,710
9085,25,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,768,432,751,714
9086,26,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,768,432,755,719
9087,27,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,765,432,760,713
9088,28,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,773,432,749,707
9089,29,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,767,432,760,727
9090,30,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,767,432,757,722
9091,31,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,770,432,755,722
9092,32,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,771,432,751,720
9093,33,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,766,432,760,719
9094,34,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,762,432,754,719
9095,35,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,763,432,756,709
9096,36,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,772,432,751,714
9097,37,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,766,432,755,713
9098,38,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,768,432,761,724
9099,39,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,763,432,761,714
9100,40,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,758,432,750,720
9101,41,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,765,432,752,719
9102,42,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,769,432,758,720
9103,43,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,764,432,756,713
9104,44,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,780,432,749,711
9105,45,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,775,432,755,715
9106,46,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,770,432,757,714
9107,47,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,767,432,751,716
9108,48,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,771,432,752,711
9109,49,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,763,432,757,716
9110,50,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,765,432,759,715
9111,51,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,778,432,753,726
9112,52,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,764,432,758,716
9113,53,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,763,432,759,720
9114,54,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,773,432,758,720
9115,55,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,771,432,758,718
9116,56,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,765,432,744,714
9117,57,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,766,432,750,708
9118,58,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,768,432,759,723
9119,59,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,781,432,758,716
9120,60,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neck Extension,772,432,753,709
9121,1,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),774,432,755,723
9122,2,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),758,432,724,691
9123,3,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),753,432,724,685
9124,4,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),747,432,721,680
9125,5,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),747,432,719,694
9126,6,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),748,432,721,690
9127,7,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),749,432,718,688
9128,8,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),747,432,719,676
9129,9,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),727,432,720,681
9130,10,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),753,432,722,695
9131,11,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),753,432,727,679
9132,12,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),749,432,716,679
9133,13,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),746,432,712,681
9134,14,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),743,432,719,682
9135,15,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),745,432,714,678
9136,16,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),741,432,717,686
9137,17,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),743,432,718,686
9138,18,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),741,432,713,679
9139,19,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),749,432,718,692
9140,20,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),741,432,716,678
9141,21,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),737,432,714,687
9142,22,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),742,432,714,694
9143,23,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),741,432,712,689
9144,24,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),747,432,718,685
9145,25,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),737,432,716,692
9146,26,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),732,432,719,690
9147,27,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),740,432,711,683
9148,28,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),735,432,722,688
9149,29,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),740,432,722,680
9150,30,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),738,432,710,681
9151,31,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),734,432,720,686
9152,32,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),745,432,716,684
9153,33,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),736,432,726,683
9154,34,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),738,432,715,685
9155,35,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),741,432,716,683
9156,36,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),739,432,714,677
9157,37,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),737,432,717,684
9158,38,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),745,432,718,677
9159,39,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),739,432,720,681
9160,40,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),732,432,718,686
9161,41,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),744,432,712,690
9162,42,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),734,432,716,680
9163,43,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),740,432,717,683
9164,44,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),744,432,714,684
9165,45,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),743,432,716,680
9166,46,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),741,432,718,674
9167,47,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),746,432,718,676
9168,48,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),736,432,710,679
9169,49,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),733,432,722,680
9170,50,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),739,432,722,685
9171,51,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),739,432,711,675
9172,52,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),741,432,705,680
9173,53,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),741,432,714,682
9174,54,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),747,432,712,683
9175,55,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),734,432,709,683
9176,56,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),732,432,718,673
9177,57,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),745,432,713,683
9178,58,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),746,432,718,674
9179,59,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),731,432,712,680
9180,60,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Extreme),736,432,714,684
9181,1,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),747,432,717,681
9182,2,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),734,432,714,679
9183,3,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),747,432,713,678
9184,4,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),744,432,707,674
9185,5,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),740,432,713,676
9186,6,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),735,432,714,668
9187,7,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),741,432,717,690
9188,8,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),739,432,713,676
9189,9,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),733,432,712,688
9190,10,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),743,432,718,679
9191,11,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),744,432,715,685
9192,12,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),741,432,712,682
9193,13,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),740,432,717,673
9194,14,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),742,432,710,686
9195,15,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),738,432,714,683
9196,16,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),749,432,707,685
9197,17,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),737,432,719,677
9198,18,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),739,432,719,679
9199,19,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),744,432,711,684
9200,20,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),738,432,707,685
9201,21,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),742,432,715,681
9202,22,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),736,432,717,681
9203,23,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),748,432,714,678
9204,24,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),745,432,718,680
9205,25,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),732,432,721,680
9206,26,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),731,432,716,679
9207,27,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),743,432,723,680
9208,28,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),744,432,719,692
9209,29,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),744,432,714,676
9210,30,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),734,432,716,682
9211,31,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),743,432,716,688
9212,32,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),741,432,720,674
9213,33,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),738,432,718,689
9214,34,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),740,432,720,683
9215,35,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),743,432,724,688
9216,36,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),748,432,716,681
9217,37,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),740,432,715,674
9218,38,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),738,432,714,681
9219,39,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),746,432,720,680
9220,40,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),745,432,720,686
9221,41,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),746,432,718,683
9222,42,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),745,432,720,693
9223,43,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),742,432,720,684
9224,44,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),740,432,721,682
9225,45,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),742,432,724,692
9226,46,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),745,432,728,691
9227,47,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),750,432,724,687
9228,48,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),747,432,726,695
9229,49,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),734,432,719,692
9230,50,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),741,432,717,688
9231,51,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),746,432,720,687
9232,52,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),745,432,715,688
9233,53,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),745,432,724,688
9234,54,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),743,432,718,684
9235,55,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),743,432,715,680
9236,56,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),751,432,726,683
9237,57,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),755,432,733,696
9238,58,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),752,432,728,694
9239,59,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),749,432,718,683
9240,60,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Poking Chin (Acceptable),757,432,728,685
9241,1,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Neutral Position(Best Position),751,432,730,688
9242,2,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Neutral Position(Best Position),751,432,727,685
9243,3,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Neutral Position(Best Position),755,432,716,684
9244,4,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Neutral Position(Best Position),755,432,724,678
9245,5,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Neutral Position(Best Position),750,432,724,683
9246,6,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Neutral Position(Best Position),743,432,717,684
9247,7,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Neutral Position(Best Position),748,432,725,689
9248,8,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Neutral Position(Best Position),752,432,719,693
9249,9,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Neutral Position(Best Position),765,432,726,696
9250,10,Male,L,49,28,24,42,48,44,65,62,Normal Shoulder,Neutral Position(Best Position),744,432,724,683
