No,Number Per One Dimension,Gender,Size,Width of shoulders,Vertical distance between shoulderes and table surface (shoulder normal),Vertical distance between shoulderes and table surface (round shoulder),Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Vertical distance between Chair and the ground,Horizational Distance (CM),Horizontal distance between eyes and head posture device,Shoulder Posture ,Head Posture,Sensor 1,Sensor 2 ,Sensor 3,Sensor 4
10483,43,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),913,810,893,838
10484,44,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),914,800,896,840
10485,45,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),901,817,906,827
10486,46,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),904,800,906,839
10487,47,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),911,820,897,843
10488,48,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),911,815,891,835
10489,49,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),906,795,905,842
10490,50,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),915,807,902,837
10491,51,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),905,803,903,841
10492,52,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),898,795,892,837
10493,53,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),912,804,905,835
10494,54,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),900,811,898,835
10495,55,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),895,790,890,831
10496,56,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),897,808,893,845
10497,57,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),887,818,901,833
10498,58,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),901,785,898,843
10499,59,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),890,770,896,840
10500,60,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),893,765,896,834
10501,1,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,904,776,900,831
10502,2,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,895,785,895,844
10503,3,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,898,816,908,833
10504,4,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,899,831,895,836
10505,5,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,900,852,898,842
10506,6,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,904,818,892,845
10507,7,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,907,838,889,832
10508,8,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,904,815,895,834
10509,9,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,900,834,890,826
10510,10,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,904,819,893,830
10511,11,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,901,820,889,832
10512,12,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,909,831,897,830
10513,13,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,909,848,912,847
10514,14,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,908,825,895,831
10515,15,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,906,817,895,839
10516,16,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,902,820,909,832
10517,17,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,903,824,890,835
10518,18,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,895,810,893,839
10519,19,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,901,796,893,844
10520,20,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,912,814,896,834
10521,21,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,903,827,896,831
10522,22,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,894,809,899,848
10523,23,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,898,829,900,843
10524,24,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,913,792,895,840
10525,25,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,894,819,895,856
10526,26,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,901,800,887,835
10527,27,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,899,799,892,851
10528,28,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,913,812,894,833
10529,29,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,902,812,897,843
10530,30,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,901,807,899,833
10531,31,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,901,795,895,827
10532,32,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,902,816,903,843
10533,33,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,909,809,905,847
10534,34,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,899,813,898,849
10535,35,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,903,800,899,832
10536,36,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,907,832,896,828
10537,37,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,902,816,898,844
10538,38,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,913,803,897,836
10539,39,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,912,821,905,844
10540,40,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,916,835,887,827
10541,41,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,902,798,900,860
10542,42,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,916,821,907,842
10543,43,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,903,801,908,835
10544,44,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,919,795,899,841
10545,45,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,895,788,900,838
10546,46,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,902,779,894,837
10547,47,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,902,812,903,841
10548,48,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,912,817,901,846
10549,49,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,912,808,891,839
10550,50,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,901,825,895,836
10551,51,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,901,812,898,836
10552,52,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,908,806,898,844
10553,53,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,905,781,897,840
10554,54,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,905,803,899,838
10555,55,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,910,813,903,831
10556,56,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,905,810,915,842
10557,57,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,904,800,897,832
10558,58,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,917,804,897,837
10559,59,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,911,817,897,833
10560,60,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neck Extension,908,830,899,850
10561,1,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),880,700,864,823
10562,2,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),896,703,869,807
10563,3,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),882,706,878,833
10564,4,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),869,714,870,826
10565,5,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),886,746,875,810
10566,6,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),882,727,877,832
10567,7,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),889,754,887,822
10568,8,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),899,743,871,815
10569,9,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),892,742,881,811
10570,10,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),898,734,883,815
10571,11,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),891,745,878,815
10572,12,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),887,740,879,823
10573,13,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),887,749,871,822
10574,14,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),897,752,884,819
10575,15,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),902,734,879,828
10576,16,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),898,723,875,824
10577,17,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),902,716,875,822
10578,18,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),900,746,873,823
10579,19,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),888,746,869,823
10580,20,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),902,731,876,817
10581,21,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),898,748,882,827
10582,22,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),894,748,877,819
10583,23,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),892,721,876,835
10584,24,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),888,730,884,831
10585,25,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),893,754,870,813
10586,26,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),902,738,877,821
10587,27,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),880,756,878,821
10588,28,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),898,756,880,818
10589,29,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),902,765,882,816
10590,30,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),908,750,875,830
10591,31,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),900,762,877,837
10592,32,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),893,744,875,836
10593,33,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),909,748,884,816
10594,34,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),888,737,879,809
10595,35,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),911,759,890,821
10596,36,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),896,760,876,826
10597,37,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),894,748,879,819
10598,38,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),898,751,877,820
10599,39,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),903,747,889,803
10600,40,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),899,736,886,808
10601,41,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),900,770,883,833
10602,42,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),896,753,883,808
10603,43,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),900,758,879,814
10604,44,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),891,771,882,816
10605,45,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),912,759,875,817
10606,46,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),900,747,881,802
10607,47,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),912,775,875,817
10608,48,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),898,752,883,826
10609,49,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),891,747,877,828
10610,50,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),908,746,874,828
10611,51,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),901,749,882,821
10612,52,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),906,780,888,820
10613,53,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),897,775,888,828
10614,54,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),910,752,877,828
10615,55,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),918,776,882,822
10616,56,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),915,761,877,832
10617,57,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),914,769,883,822
10618,58,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),915,785,881,821
10619,59,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),910,781,878,823
10620,60,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Extreme),910,772,889,834
10621,1,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),920,798,895,824
10622,2,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),927,849,898,837
10623,3,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),923,845,887,831
10624,4,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),927,829,887,831
10625,5,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),923,825,899,824
10626,6,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),927,805,891,820
10627,7,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),917,815,898,832
10628,8,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),936,817,889,832
10629,9,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),933,808,896,823
10630,10,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),933,821,894,826
10631,11,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),930,838,896,841
10632,12,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),931,838,892,836
10633,13,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),917,822,905,829
10634,14,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),923,822,886,840
10635,15,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),925,821,890,824
10636,16,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),939,822,890,815
10637,17,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),918,820,889,826
10638,18,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),914,849,892,840
10639,19,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),925,813,881,822
10640,20,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),932,816,901,843
10641,21,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),925,810,897,837
10642,22,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),927,840,901,827
10643,23,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),926,821,892,827
10644,24,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),920,825,895,831
10645,25,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),920,812,902,836
10646,26,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),930,834,893,832
10647,27,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),925,848,896,829
10648,28,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),938,813,897,828
10649,29,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),931,819,902,837
10650,30,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),927,828,890,834
10651,31,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),924,816,895,848
10652,32,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),932,807,896,826
10653,33,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),915,820,898,831
10654,34,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),924,832,894,836
10655,35,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),926,832,905,823
10656,36,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),933,813,900,835
10657,37,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),922,828,905,825
10658,38,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),921,798,893,831
10659,39,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),929,815,904,828
10660,40,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),924,816,901,829
10661,41,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),924,834,897,825
10662,42,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),929,816,911,825
10663,43,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),923,815,902,842
10664,44,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),922,817,901,822
10665,45,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),928,813,904,836
10666,46,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),922,819,899,827
10667,47,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),929,818,896,822
10668,48,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),937,807,898,832
10669,49,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),917,829,895,833
10670,50,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),927,811,900,848
10671,51,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),931,810,902,830
10672,52,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),936,821,905,840
10673,53,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),919,813,901,832
10674,54,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),928,802,899,832
10675,55,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),914,816,899,823
10676,56,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),925,807,898,824
10677,57,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),924,796,906,836
10678,58,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),927,820,900,830
10679,59,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),925,807,901,843
10680,60,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Poking Chin (Acceptable),917,811,895,818
10681,1,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Neutral Position(Best Position),926,831,896,834
10682,2,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Neutral Position(Best Position),925,820,899,843
10683,3,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Neutral Position(Best Position),916,814,898,829
10684,4,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Neutral Position(Best Position),918,844,892,835
10685,5,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Neutral Position(Best Position),919,869,905,837
10686,6,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Neutral Position(Best Position),928,843,896,831
10687,7,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Neutral Position(Best Position),916,846,908,830
10688,8,Male,L,49,28,24,42,48,44,80,74,Normal Shoulder,Neutral Position(Best Position),924,843,903,850
